task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
544	82/c07994	38673283	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:01:18.587	37m 5s	7m 51s	1886.5%	7.1 GB	19.8 GB	5 GB	4.2 GB
533	04/74c8b1	38673284	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:01:38.471	36m 45s	7m 51s	1883.7%	7.1 GB	19.8 GB	5 GB	4.2 GB
547	52/0d393a	38673285	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:01:43.493	36m 40s	7m 50s	1885.9%	7.1 GB	19.9 GB	5 GB	4.2 GB
555	cc/4e21fc	38673297	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:07:18.498	31m 5s	7m 52s	1878.7%	7.1 GB	19.8 GB	5 GB	4.2 GB
561	73/b08c85	38673314	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (URAL_1_1991-L001)	COMPLETED	0	2023-06-15 20:12:43.505	25m 40s	7m 53s	1873.9%	7.1 GB	19.9 GB	5 GB	4.2 GB
825	67/94e9d4	38675291	NFCORE_SAREK:SAREK:FASTP (KALM_10_1983-L001)	COMPLETED	0	2023-06-15 20:37:14.010	3m 59s	3m 3s	971.1%	2 GB	2.8 GB	9.6 GB	8.7 GB
489	9c/fa523a	38673243	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:18.519	53m 5s	10m 55s	1902.5%	8.1 GB	21.2 GB	6 GB	5.3 GB
492	b9/6978bc	38673244	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:18.642	53m 5s	10m 54s	1904.3%	8.1 GB	21.2 GB	6 GB	5.3 GB
495	64/1126c6	38673247	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:33.598	52m 50s	10m 53s	1904.1%	8.1 GB	21.2 GB	6 GB	5.3 GB
496	33/78ff82	38673248	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:33.652	52m 50s	10m 52s	1905.8%	8.1 GB	21.2 GB	6 GB	5.3 GB
497	62/185e7e	38673249	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:33.672	52m 50s	10m 54s	1905.3%	8.1 GB	21.2 GB	6 GB	5.3 GB
498	53/edc65a	38673250	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:53.493	52m 30s	10m 54s	1903.5%	8.1 GB	21.3 GB	6 GB	5.3 GB
493	78/f67268	38673245	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:18.686	53m 10s	10m 57s	1901.6%	8.1 GB	21.3 GB	6 GB	5.3 GB
494	7c/c4a48e	38673246	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (RUSS_1_1998-L001)	COMPLETED	0	2023-06-15 19:48:33.552	52m 55s	10m 56s	1900.3%	8.1 GB	21.2 GB	6 GB	5.3 GB
331	85/42acf6	38673188	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:27.491	55m 11s	16m 35s	1919.7%	10 GB	21.2 GB	8 GB	7.4 GB
333	92/2b890b	38673190	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:28.112	55m 10s	16m 40s	1909.3%	10.1 GB	21.2 GB	8 GB	7.4 GB
357	cb/559e79	38673196	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:28.326	55m 10s	16m 39s	1910.4%	10 GB	21.2 GB	8 GB	7.4 GB
349	8f/81b92b	38673192	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:28.170	55m 15s	16m 41s	1908.8%	10 GB	21.4 GB	8 GB	7.4 GB
341	dc/f5abcd	38673194	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_1_1994-L001)	COMPLETED	0	2023-06-15 19:46:28.213	55m 25s	16m 51s	1890.3%	10 GB	21.2 GB	8 GB	7.4 GB
417	1d/fbd2d1	38673224	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:47:24.407	54m 49s	17m 12s	1909.6%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
370	d4/004630	38673198	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:28.404	55m 50s	17m 16s	1904.3%	10.6 GB	21.3 GB	8.9 GB	8.4 GB
378	71/3f7590	38673201	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.153	55m 49s	17m 17s	1904.9%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
385	7a/e02c64	38673202	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.175	55m 49s	17m 16s	1905.3%	10.6 GB	21.3 GB	8.9 GB	8.4 GB
393	98/1d1fd8	38673205	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.263	55m 49s	17m 16s	1905.1%	10.7 GB	21.2 GB	8.9 GB	8.4 GB
402	a0/8a71ca	38673209	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.388	55m 49s	17m 16s	1905.1%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
408	46/651f46	38673213	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:30.105	55m 49s	17m 15s	1906.4%	10.6 GB	21.3 GB	8.9 GB	8.4 GB
412	52/2edb84	38673214	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:30.221	55m 48s	17m 18s	1905.3%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
416	fd/d1a7fd	38673219	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:47:23.684	54m 55s	17m 16s	1907.6%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
413	ab/31990d	38673222	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:47:24.326	54m 54s	17m 17s	1902.7%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
400	71/94e6e9	38673206	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.305	55m 59s	17m 27s	1886.7%	10.6 GB	21.2 GB	8.9 GB	8.4 GB
407	b7/03df54	38673210	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_1_1989-L001)	COMPLETED	0	2023-06-15 19:46:29.429	55m 59s	17m 28s	1887.5%	10.7 GB	21.4 GB	8.9 GB	8.4 GB
623	eb/6d398c	38675149	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:18:13.581	24m 30s	6m 43s	1873.3%	6.7 GB	21.1 GB	4.2 GB	3.4 GB
607	1b/acbcdd	38675150	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:18:13.642	24m 30s	6m 43s	1872.9%	6.9 GB	21 GB	4.2 GB	3.4 GB
624	bb/41df79	38675152	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (STOC_6_1965-L001)	COMPLETED	0	2023-06-15 20:18:18.561	24m 25s	6m 42s	1879.1%	6.8 GB	21 GB	4.2 GB	3.4 GB
900	d0/ffdcff	38675334	NFCORE_SAREK:SAREK:FASTP (ALTA_1_2015-L001)	COMPLETED	0	2023-06-15 20:41:38.958	3m 45s	2m 29s	946.0%	1.9 GB	2.8 GB	7.6 GB	7 GB
805	48/0f3b2f	38675274	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:36:09.213	9m 24s	4m 6s	1820.1%	5.6 GB	20.1 GB	3.1 GB	2.2 GB
744	81/277d65	38675225	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:28:38.926	18m 30s	5m 41s	1866.0%	6.4 GB	21 GB	3.7 GB	2.9 GB
748	0e/8b5a59	38675268	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:35:58.826	11m 10s	5m 41s	1872.0%	6.4 GB	21 GB	3.7 GB	2.9 GB
745	96/b0a806	38675226	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:28:38.949	18m 35s	5m 43s	1859.3%	6.4 GB	21 GB	3.7 GB	2.9 GB
743	56/99a124	38675227	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:28:38.968	18m 35s	5m 44s	1851.3%	6.4 GB	21 GB	3.7 GB	2.9 GB
746	f8/c45ccd	38675237	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:31:03.641	16m 10s	5m 44s	1862.4%	6.5 GB	21.1 GB	3.7 GB	2.9 GB
747	7f/5b668b	38675267	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:35:58.804	11m 15s	5m 43s	1857.7%	6.4 GB	21 GB	3.7 GB	2.9 GB
758	af/19a2b1	38675269	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:03.975	11m 10s	5m 45s	1843.8%	6.4 GB	21 GB	3.7 GB	2.9 GB
773	e9/530596	38675270	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:03.998	11m 10s	5m 42s	1864.4%	6.4 GB	21 GB	3.7 GB	2.9 GB
778	46/2d5e8f	38675271	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:04.017	11m 10s	5m 43s	1857.1%	6.4 GB	21 GB	3.7 GB	2.9 GB
788	81/292732	38675272	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:04.083	11m 10s	5m 43s	1854.5%	6.4 GB	21.1 GB	3.7 GB	2.9 GB
792	69/53f1a0	38675273	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:09.080	11m 5s	5m 45s	1857.3%	6.4 GB	21 GB	3.7 GB	2.9 GB
633	1b/22cc04	38675153	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:18:29.207	29m 29s	12m 1s	1911.1%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
632	75/1ded96	38675151	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:18:13.687	29m 50s	12m 3s	1905.8%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
634	41/9b0ff2	38675167	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:21:38.540	26m 30s	12m 5s	1898.7%	8.5 GB	21.3 GB	6.3 GB	5.6 GB
806	9c/0a679b	38675276	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:36:09.251	14m 54s	4m 5s	1824.0%	5.6 GB	20.2 GB	3.1 GB	2.2 GB
807	35/5db336	38675277	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:36:14.134	14m 49s	4m 5s	1827.8%	5.6 GB	20.4 GB	3.1 GB	2.2 GB
808	4d/8c3716	38675284	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:08.820	13m 55s	4m 5s	1824.8%	5.6 GB	20.1 GB	3.1 GB	2.2 GB
810	eb/d5f2a5	38675285	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:08.842	13m 55s	4m 4s	1831.2%	5.6 GB	19.8 GB	3.1 GB	2.2 GB
809	4f/911a13	38675286	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:08.861	13m 55s	4m 4s	1829.6%	5.6 GB	20.2 GB	3.1 GB	2.2 GB
811	8e/5b5ce4	38675287	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:08.879	13m 55s	4m 6s	1817.2%	5.9 GB	20 GB	3.1 GB	2.2 GB
820	06/1b91f4	38675289	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:13.955	13m 50s	4m 5s	1827.6%	5.6 GB	20.3 GB	3.1 GB	2.2 GB
838	2d/a30d88	38675292	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:14.067	13m 50s	4m 4s	1830.2%	5.6 GB	20.2 GB	3.1 GB	2.2 GB
853	dd/c51089	38675294	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:38:18.655	12m 45s	4m 5s	1828.6%	5.6 GB	19.9 GB	3.1 GB	2.2 GB
812	75/b3f1ff	38675288	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:13.928	13m 55s	4m 7s	1815.3%	5.6 GB	20.2 GB	3.1 GB	2.2 GB
833	13/2a87a4	38675290	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (CHEH_3_2008-L001)	COMPLETED	0	2023-06-15 20:37:13.989	13m 55s	4m 7s	1813.3%	5.6 GB	19.9 GB	3.1 GB	2.2 GB
869	76/1650f6	38675295	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.688	14m 15s	5m 36s	1849.0%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
858	12/661dd7	38675296	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.720	14m 15s	5m 35s	1853.3%	6.5 GB	19.9 GB	3.9 GB	3.1 GB
872	00/bdd71e	38675299	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.782	14m 15s	5m 36s	1841.6%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
874	24/f163c7	38675301	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:23.593	14m 10s	5m 36s	1848.9%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
875	8d/065ef3	38675302	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:23.615	14m 10s	5m 36s	1847.0%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
877	4b/f74833	38675304	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:23.672	14m 10s	5m 35s	1855.0%	6.5 GB	19.9 GB	3.9 GB	3.1 GB
878	64/fac267	38675305	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:23.695	14m 10s	5m 34s	1859.3%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
870	5d/35182d	38675297	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.744	14m 20s	5m 36s	1843.4%	6.5 GB	19.9 GB	3.9 GB	3.1 GB
871	c2/a4e7a9	38675298	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.763	14m 20s	5m 38s	1835.4%	6.5 GB	19.7 GB	3.9 GB	3.1 GB
873	f8/0e3f0e	38675300	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:18.801	14m 20s	5m 40s	1830.6%	6.5 GB	19.9 GB	3.9 GB	3.1 GB
876	64/e7e188	38675303	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:38:23.635	14m 15s	5m 40s	1825.7%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
879	81/ac8994	38675322	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_5_1998-L001)	COMPLETED	0	2023-06-15 20:41:13.585	11m 25s	5m 37s	1846.8%	6.5 GB	19.8 GB	3.9 GB	3.1 GB
800	a1/398c4d	38675275	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (BAJK_2_2016-L001)	COMPLETED	0	2023-06-15 20:36:09.233	16m 34s	5m 42s	1858.3%	6.5 GB	21.1 GB	3.7 GB	2.9 GB
660	f3/6725dc	38675173	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.690	31m 15s	11m 58s	1911.2%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
642	50/156937	38675170	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.526	31m 20s	12m 5s	1897.1%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
647	45/32d072	38675171	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.589	31m 20s	12m 4s	1901.0%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
664	87/ff794a	38675174	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.710	31m 20s	12m 3s	1902.5%	8.5 GB	21.3 GB	6.3 GB	5.6 GB
668	d3/1db434	38675176	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.747	31m 20s	12m 2s	1908.0%	8.5 GB	21.3 GB	6.3 GB	5.6 GB
667	23/0e6c6c	38675177	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.779	31m 20s	12m 5s	1902.2%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
648	2f/3d6957	38675172	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.609	31m 25s	12m 7s	1896.6%	8.5 GB	21.2 GB	6.3 GB	5.6 GB
666	02/06f2a1	38675175	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (VAST_1_1983-L001)	COMPLETED	0	2023-06-15 20:22:13.728	31m 25s	12m 6s	1899.6%	8.5 GB	21.3 GB	6.3 GB	5.6 GB
679	67/a0e3ef	38675188	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:25.014	32m 39s	13m 35s	1901.9%	9.4 GB	21.3 GB	7.4 GB	6.8 GB
945	96/3c1f8b	38675340	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.787	12m 45s	2m 36s	1631.3%	5 GB	20.8 GB	1.9 GB	1 GB
946	d1/96f01c	38675341	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:18.806	12m 45s	2m 36s	1640.7%	5 GB	20.7 GB	2 GB	1 GB
952	31/335f47	38675347	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:19.018	12m 45s	2m 36s	1632.0%	5 GB	20.8 GB	2 GB	1 GB
958	61/52e10f	38675348	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (JAPA_2_1994-L001)	COMPLETED	0	2023-06-15 20:42:29.120	12m 35s	2m 36s	1630.5%	5 GB	20.8 GB	2 GB	1 GB
669	0a/e4265a	38675178	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.556	32m 50s	13m 38s	1896.0%	9.6 GB	21.3 GB	7.4 GB	6.8 GB
670	69/2dc425	38675179	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP:BWAMEM1_MEM (SMAL_4_1996-L001)	COMPLETED	0	2023-06-15 20:22:18.603	32m 50s	13m 39s	1900.3%	9.3 GB	21.2 GB	7.4 GB	6.8 GB
